date,areaType,areaCode,areaName,metric,age,value,rate
30/09/2020,nation,W92000004,Wales,maleCases,85_to_89,438,2047.1
30/09/2020,nation,W92000004,Wales,femaleCases,90+,706,3390.2
30/09/2020,nation,W92000004,Wales,maleCases,90+,323,3333.0
01/10/2020,nation,W92000004,Wales,femaleCases,0_to_4,99,122.5
01/10/2020,nation,W92000004,Wales,maleCases,0_to_4,124,146.4
01/10/2020,nation,W92000004,Wales,femaleCases,10_to_14,125,139.5
01/10/2020,nation,W92000004,Wales,maleCases,10_to_14,163,173.0
01/10/2020,nation,W92000004,Wales,femaleCases,15_to_19,467,530.0
01/10/2020,nation,W92000004,Wales,maleCases,15_to_19,406,437.9
01/10/2020,nation,W92000004,Wales,femaleCases,20_to_24,1113,1339.7
01/10/2020,nation,W92000004,Wales,maleCases,20_to_24,706,790.6
01/10/2020,nation,W92000004,Wales,femaleCases,25_to_29,1253,1304.4
01/10/2020,nation,W92000004,Wales,maleCases,25_to_29,788,741.0
01/10/2020,nation,W92000004,Wales,femaleCases,30_to_34,1121,1102.1
01/10/2020,nation,W92000004,Wales,maleCases,30_to_34,730,685.2
01/10/2020,nation,W92000004,Wales,femaleCases,35_to_39,1085,1122.2
01/10/2020,nation,W92000004,Wales,maleCases,35_to_39,717,744.8
01/10/2020,nation,W92000004,Wales,femaleCases,40_to_44,1105,1181.8
01/10/2020,nation,W92000004,Wales,maleCases,40_to_44,633,692.4
01/10/2020,nation,W92000004,Wales,femaleCases,45_to_49,1329,1547.3
01/10/2020,nation,W92000004,Wales,maleCases,45_to_49,748,894.1
01/10/2020,nation,W92000004,Wales,femaleCases,5_to_9,100,89.6
01/10/2020,nation,W92000004,Wales,maleCases,5_to_9,102,96.3
01/10/2020,nation,W92000004,Wales,femaleCases,50_to_54,1512,1481.0
01/10/2020,nation,W92000004,Wales,maleCases,50_to_54,801,825.9
01/10/2020,nation,W92000004,Wales,femaleCases,55_to_59,1324,1169.7
01/10/2020,nation,W92000004,Wales,maleCases,55_to_59,860,801.6
01/10/2020,nation,W92000004,Wales,femaleCases,60_to_64,817,825.6
01/10/2020,nation,W92000004,Wales,maleCases,60_to_64,589,627.3
01/10/2020,nation,W92000004,Wales,femaleCases,65_to_69,409,437.1
01/10/2020,nation,W92000004,Wales,maleCases,65_to_69,412,465.2
01/10/2020,nation,W92000004,Wales,femaleCases,70_to_74,378,408.0
01/10/2020,nation,W92000004,Wales,maleCases,70_to_74,496,572.5
01/10/2020,nation,W92000004,Wales,femaleCases,75_to_79,457,679.2
01/10/2020,nation,W92000004,Wales,maleCases,75_to_79,549,922.7
01/10/2020,nation,W92000004,Wales,femaleCases,80_to_84,544,1086.5
01/10/2020,nation,W92000004,Wales,maleCases,80_to_84,540,1360.2
01/10/2020,nation,W92000004,Wales,femaleCases,85_to_89,638,1964.2
01/10/2020,nation,W92000004,Wales,maleCases,85_to_89,438,2047.1
01/10/2020,nation,W92000004,Wales,femaleCases,90+,709,3404.6
01/10/2020,nation,W92000004,Wales,maleCases,90+,323,3333.0
02/10/2020,nation,W92000004,Wales,femaleCases,0_to_4,102,126.2
02/10/2020,nation,W92000004,Wales,maleCases,0_to_4,127,149.9
02/10/2020,nation,W92000004,Wales,femaleCases,10_to_14,134,149.6
02/10/2020,nation,W92000004,Wales,maleCases,10_to_14,175,185.8
02/10/2020,nation,W92000004,Wales,femaleCases,15_to_19,510,578.8
02/10/2020,nation,W92000004,Wales,maleCases,15_to_19,438,472.4
02/10/2020,nation,W92000004,Wales,femaleCases,20_to_24,1149,1383.0
02/10/2020,nation,W92000004,Wales,maleCases,20_to_24,749,838.7
02/10/2020,nation,W92000004,Wales,femaleCases,25_to_29,1285,1337.7
02/10/2020,nation,W92000004,Wales,maleCases,25_to_29,815,766.4
02/10/2020,nation,W92000004,Wales,femaleCases,30_to_34,1142,1122.7
02/10/2020,nation,W92000004,Wales,maleCases,30_to_34,757,710.5
02/10/2020,nation,W92000004,Wales,femaleCases,35_to_39,1113,1151.1
02/10/2020,nation,W92000004,Wales,maleCases,35_to_39,730,758.3
02/10/2020,nation,W92000004,Wales,femaleCases,40_to_44,1130,1208.5
02/10/2020,nation,W92000004,Wales,maleCases,40_to_44,650,711.0
02/10/2020,nation,W92000004,Wales,femaleCases,45_to_49,1349,1570.5
02/10/2020,nation,W92000004,Wales,maleCases,45_to_49,774,925.2
02/10/2020,nation,W92000004,Wales,femaleCases,5_to_9,103,92.3
02/10/2020,nation,W92000004,Wales,maleCases,5_to_9,105,99.2
02/10/2020,nation,W92000004,Wales,femaleCases,50_to_54,1534,1502.6
02/10/2020,nation,W92000004,Wales,maleCases,50_to_54,825,850.7
02/10/2020,nation,W92000004,Wales,femaleCases,55_to_59,1347,1190.1
02/10/2020,nation,W92000004,Wales,maleCases,55_to_59,873,813.7
02/10/2020,nation,W92000004,Wales,femaleCases,60_to_64,835,843.8
02/10/2020,nation,W92000004,Wales,maleCases,60_to_64,597,635.8
02/10/2020,nation,W92000004,Wales,femaleCases,65_to_69,415,443.5
02/10/2020,nation,W92000004,Wales,maleCases,65_to_69,419,473.1
02/10/2020,nation,W92000004,Wales,femaleCases,70_to_74,379,409.1
02/10/2020,nation,W92000004,Wales,maleCases,70_to_74,501,578.3
02/10/2020,nation,W92000004,Wales,femaleCases,75_to_79,463,688.1
02/10/2020,nation,W92000004,Wales,maleCases,75_to_79,553,929.4
02/10/2020,nation,W92000004,Wales,femaleCases,80_to_84,546,1090.5
02/10/2020,nation,W92000004,Wales,maleCases,80_to_84,541,1362.7
02/10/2020,nation,W92000004,Wales,femaleCases,85_to_89,640,1970.3
02/10/2020,nation,W92000004,Wales,maleCases,85_to_89,438,2047.1
02/10/2020,nation,W92000004,Wales,femaleCases,90+,712,3419.0
02/10/2020,nation,W92000004,Wales,maleCases,90+,325,3353.6
03/10/2020,nation,W92000004,Wales,femaleCases,0_to_4,107,132.4
03/10/2020,nation,W92000004,Wales,maleCases,0_to_4,130,153.5
03/10/2020,nation,W92000004,Wales,femaleCases,10_to_14,138,154.1
03/10/2020,nation,W92000004,Wales,maleCases,10_to_14,181,192.1
03/10/2020,nation,W92000004,Wales,femaleCases,15_to_19,544,617.4
03/10/2020,nation,W92000004,Wales,maleCases,15_to_19,463,499.4
03/10/2020,nation,W92000004,Wales,femaleCases,20_to_24,1170,1408.3
03/10/2020,nation,W92000004,Wales,maleCases,20_to_24,781,874.6
03/10/2020,nation,W92000004,Wales,femaleCases,25_to_29,1304,1357.5
03/10/2020,nation,W92000004,Wales,maleCases,25_to_29,829,779.6
03/10/2020,nation,W92000004,Wales,femaleCases,30_to_34,1167,1147.3
03/10/2020,nation,W92000004,Wales,maleCases,30_to_34,782,734.0
03/10/2020,nation,W92000004,Wales,femaleCases,35_to_39,1135,1173.9
03/10/2020,nation,W92000004,Wales,maleCases,35_to_39,745,773.9
03/10/2020,nation,W92000004,Wales,femaleCases,40_to_44,1143,1222.4
03/10/2020,nation,W92000004,Wales,maleCases,40_to_44,662,724.2
03/10/2020,nation,W92000004,Wales,femaleCases,45_to_49,1358,1581.0
03/10/2020,nation,W92000004,Wales,maleCases,45_to_49,787,940.7
03/10/2020,nation,W92000004,Wales,femaleCases,5_to_9,106,95.0
03/10/2020,nation,W92000004,Wales,maleCases,5_to_9,106,100.1
03/10/2020,nation,W92000004,Wales,femaleCases,50_to_54,1549,1517.3
03/10/2020,nation,W92000004,Wales,maleCases,50_to_54,835,861.0
03/10/2020,nation,W92000004,Wales,femaleCases,55_to_59,1366,1206.8
03/10/2020,nation,W92000004,Wales,maleCases,55_to_59,893,832.3
03/10/2020,nation,W92000004,Wales,femaleCases,60_to_64,842,850.9
03/10/2020,nation,W92000004,Wales,maleCases,60_to_64,607,646.4
03/10/2020,nation,W92000004,Wales,femaleCases,65_to_69,418,446.7
03/10/2020,nation,W92000004,Wales,maleCases,65_to_69,431,486.7
03/10/2020,nation,W92000004,Wales,femaleCases,70_to_74,384,414.5
03/10/2020,nation,W92000004,Wales,maleCases,70_to_74,505,582.9
03/10/2020,nation,W92000004,Wales,femaleCases,75_to_79,465,691.1
03/10/2020,nation,W92000004,Wales,maleCases,75_to_79,557,936.1
03/10/2020,nation,W92000004,Wales,femaleCases,80_to_84,550,1098.5
03/10/2020,nation,W92000004,Wales,maleCases,80_to_84,545,1372.8
03/10/2020,nation,W92000004,Wales,femaleCases,85_to_89,642,1976.5
03/10/2020,nation,W92000004,Wales,maleCases,85_to_89,439,2051.8
03/10/2020,nation,W92000004,Wales,femaleCases,90+,713,3423.8
03/10/2020,nation,W92000004,Wales,maleCases,90+,326,3363.9
04/10/2020,nation,W92000004,Wales,femaleCases,0_to_4,115,142.3
04/10/2020,nation,W92000004,Wales,maleCases,0_to_4,135,159.4
04/10/2020,nation,W92000004,Wales,femaleCases,10_to_14,152,169.7
04/10/2020,nation,W92000004,Wales,maleCases,10_to_14,191,202.7
04/10/2020,nation,W92000004,Wales,femaleCases,15_to_19,587,666.2
04/10/2020,nation,W92000004,Wales,maleCases,15_to_19,497,536.1
04/10/2020,nation,W92000004,Wales,femaleCases,20_to_24,1231,1481.7
04/10/2020,nation,W92000004,Wales,maleCases,20_to_24,830,929.5
04/10/2020,nation,W92000004,Wales,femaleCases,25_to_29,1322,1376.2
04/10/2020,nation,W92000004,Wales,maleCases,25_to_29,861,809.6
04/10/2020,nation,W92000004,Wales,femaleCases,30_to_34,1189,1168.9
04/10/2020,nation,W92000004,Wales,maleCases,30_to_34,797,748.1
04/10/2020,nation,W92000004,Wales,femaleCases,35_to_39,1155,1194.6
04/10/2020,nation,W92000004,Wales,maleCases,35_to_39,759,788.4
04/10/2020,nation,W92000004,Wales,femaleCases,40_to_44,1164,1244.9
04/10/2020,nation,W92000004,Wales,maleCases,40_to_44,679,742.8
04/10/2020,nation,W92000004,Wales,femaleCases,45_to_49,1372,1597.3
04/10/2020,nation,W92000004,Wales,maleCases,45_to_49,806,963.4
04/10/2020,nation,W92000004,Wales,femaleCases,5_to_9,109,97.7
04/10/2020,nation,W92000004,Wales,maleCases,5_to_9,109,103.0
04/10/2020,nation,W92000004,Wales,femaleCases,50_to_54,1570,1537.8
04/10/2020,nation,W92000004,Wales,maleCases,50_to_54,862,888.8
04/10/2020,nation,W92000004,Wales,femaleCases,55_to_59,1387,1225.4
04/10/2020,nation,W92000004,Wales,maleCases,55_to_59,913,850.9
04/10/2020,nation,W92000004,Wales,femaleCases,60_to_64,850,859.0
04/10/2020,nation,W92000004,Wales,maleCases,60_to_64,623,663.5
04/10/2020,nation,W92000004,Wales,femaleCases,65_to_69,428,457.4
04/10/2020,nation,W92000004,Wales,maleCases,65_to_69,439,495.7
04/10/2020,nation,W92000004,Wales,femaleCases,70_to_74,390,420.9
04/10/2020,nation,W92000004,Wales,maleCases,70_to_74,510,588.7
04/10/2020,nation,W92000004,Wales,femaleCases,75_to_79,472,701.5
04/10/2020,nation,W92000004,Wales,maleCases,75_to_79,564,947.9
04/10/2020,nation,W92000004,Wales,femaleCases,80_to_84,554,1106.5
04/10/2020,nation,W92000004,Wales,maleCases,80_to_84,547,1377.8
04/10/2020,nation,W92000004,Wales,femaleCases,85_to_89,647,1991.9
04/10/2020,nation,W92000004,Wales,maleCases,85_to_89,440,2056.5
04/10/2020,nation,W92000004,Wales,femaleCases,90+,715,3433.4
04/10/2020,nation,W92000004,Wales,maleCases,90+,327,3374.3
05/10/2020,nation,W92000004,Wales,femaleCases,0_to_4,116,143.5
05/10/2020,nation,W92000004,Wales,maleCases,0_to_4,137,161.7
05/10/2020,nation,W92000004,Wales,femaleCases,10_to_14,157,175.3
05/10/2020,nation,W92000004,Wales,maleCases,10_to_14,197,209.1
05/10/2020,nation,W92000004,Wales,femaleCases,15_to_19,611,693.5
05/10/2020,nation,W92000004,Wales,maleCases,15_to_19,522,563.0
05/10/2020,nation,W92000004,Wales,femaleCases,20_to_24,1257,1513.0
05/10/2020,nation,W92000004,Wales,maleCases,20_to_24,863,966.4
05/10/2020,nation,W92000004,Wales,femaleCases,25_to_29,1343,1398.1
05/10/2020,nation,W92000004,Wales,maleCases,25_to_29,881,828.5
05/10/2020,nation,W92000004,Wales,femaleCases,30_to_34,1201,1180.7
05/10/2020,nation,W92000004,Wales,maleCases,30_to_34,813,763.1
05/10/2020,nation,W92000004,Wales,femaleCases,35_to_39,1172,1212.2
05/10/2020,nation,W92000004,Wales,maleCases,35_to_39,767,796.7
05/10/2020,nation,W92000004,Wales,femaleCases,40_to_44,1182,1264.1
05/10/2020,nation,W92000004,Wales,maleCases,40_to_44,690,754.8
05/10/2020,nation,W92000004,Wales,femaleCases,45_to_49,1385,1612.5
05/10/2020,nation,W92000004,Wales,maleCases,45_to_49,824,984.9
05/10/2020,nation,W92000004,Wales,femaleCases,5_to_9,113,101.2
05/10/2020,nation,W92000004,Wales,maleCases,5_to_9,110,103.9
05/10/2020,nation,W92000004,Wales,femaleCases,50_to_54,1593,1560.4
05/10/2020,nation,W92000004,Wales,maleCases,50_to_54,874,901.2
05/10/2020,nation,W92000004,Wales,femaleCases,55_to_59,1407,1243.1
05/10/2020,nation,W92000004,Wales,maleCases,55_to_59,931,867.7
05/10/2020,nation,W92000004,Wales,femaleCases,60_to_64,862,871.1
05/10/2020,nation,W92000004,Wales,maleCases,60_to_64,639,680.5
05/10/2020,nation,W92000004,Wales,femaleCases,65_to_69,435,464.9
05/10/2020,nation,W92000004,Wales,maleCases,65_to_69,448,505.8
05/10/2020,nation,W92000004,Wales,femaleCases,70_to_74,392,423.1
05/10/2020,nation,W92000004,Wales,maleCases,70_to_74,513,592.1
05/10/2020,nation,W92000004,Wales,femaleCases,75_to_79,474,704.5
05/10/2020,nation,W92000004,Wales,maleCases,75_to_79,567,952.9
05/10/2020,nation,W92000004,Wales,femaleCases,80_to_84,555,1108.5
05/10/2020,nation,W92000004,Wales,maleCases,80_to_84,549,1382.8
05/10/2020,nation,W92000004,Wales,femaleCases,85_to_89,651,2004.2
05/10/2020,nation,W92000004,Wales,maleCases,85_to_89,444,2075.2
05/10/2020,nation,W92000004,Wales,femaleCases,90+,715,3433.4
05/10/2020,nation,W92000004,Wales,maleCases,90+,327,3374.3
07/10/2020,nation,W92000004,Wales,femaleCases,0_to_4,131,162.0
07/10/2020,nation,W92000004,Wales,maleCases,0_to_4,153,180.6
07/10/2020,nation,W92000004,Wales,femaleCases,10_to_14,169,188.7
07/10/2020,nation,W92000004,Wales,maleCases,10_to_14,216,229.3
07/10/2020,nation,W92000004,Wales,femaleCases,15_to_19,705,800.2
07/10/2020,nation,W92000004,Wales,maleCases,15_to_19,587,633.1
07/10/2020,nation,W92000004,Wales,femaleCases,20_to_24,1378,1658.6
07/10/2020,nation,W92000004,Wales,maleCases,20_to_24,943,1056.0
07/10/2020,nation,W92000004,Wales,femaleCases,25_to_29,1387,1443.9
07/10/2020,nation,W92000004,Wales,maleCases,25_to_29,940,883.9
07/10/2020,nation,W92000004,Wales,femaleCases,30_to_34,1256,1234.8
07/10/2020,nation,W92000004,Wales,maleCases,30_to_34,862,809.1
07/10/2020,nation,W92000004,Wales,femaleCases,35_to_39,1225,1267.0
07/10/2020,nation,W92000004,Wales,maleCases,35_to_39,814,845.6
07/10/2020,nation,W92000004,Wales,femaleCases,40_to_44,1227,1312.2
07/10/2020,nation,W92000004,Wales,maleCases,40_to_44,745,815.0
07/10/2020,nation,W92000004,Wales,femaleCases,45_to_49,1433,1668.3
07/10/2020,nation,W92000004,Wales,maleCases,45_to_49,869,1038.7
07/10/2020,nation,W92000004,Wales,femaleCases,5_to_9,122,109.3
07/10/2020,nation,W92000004,Wales,maleCases,5_to_9,122,115.2
07/10/2020,nation,W92000004,Wales,femaleCases,50_to_54,1650,1616.2
07/10/2020,nation,W92000004,Wales,maleCases,50_to_54,923,951.7
07/10/2020,nation,W92000004,Wales,femaleCases,55_to_59,1464,1293.4
07/10/2020,nation,W92000004,Wales,maleCases,55_to_59,981,914.3
07/10/2020,nation,W92000004,Wales,femaleCases,60_to_64,902,911.5
07/10/2020,nation,W92000004,Wales,maleCases,60_to_64,680,724.2
07/10/2020,nation,W92000004,Wales,femaleCases,65_to_69,451,482.0
07/10/2020,nation,W92000004,Wales,maleCases,65_to_69,468,528.4
07/10/2020,nation,W92000004,Wales,femaleCases,70_to_74,408,440.4
07/10/2020,nation,W92000004,Wales,maleCases,70_to_74,530,611.8
07/10/2020,nation,W92000004,Wales,femaleCases,75_to_79,489,726.8
07/10/2020,nation,W92000004,Wales,maleCases,75_to_79,582,978.1
07/10/2020,nation,W92000004,Wales,femaleCases,80_to_84,564,1126.5
07/10/2020,nation,W92000004,Wales,maleCases,80_to_84,557,1403.0
07/10/2020,nation,W92000004,Wales,femaleCases,85_to_89,657,2022.7
07/10/2020,nation,W92000004,Wales,maleCases,85_to_89,450,2103.2
07/10/2020,nation,W92000004,Wales,femaleCases,90+,721,3462.2
07/10/2020,nation,W92000004,Wales,maleCases,90+,331,3415.5
08/10/2020,nation,W92000004,Wales,femaleCases,0_to_4,135,167.0
08/10/2020,nation,W92000004,Wales,maleCases,0_to_4,157,185.4
08/10/2020,nation,W92000004,Wales,femaleCases,10_to_14,175,195.4
08/10/2020,nation,W92000004,Wales,maleCases,10_to_14,226,239.9
08/10/2020,nation,W92000004,Wales,femaleCases,15_to_19,768,871.7
08/10/2020,nation,W92000004,Wales,maleCases,15_to_19,648,698.9
08/10/2020,nation,W92000004,Wales,femaleCases,20_to_24,1449,1744.1
08/10/2020,nation,W92000004,Wales,maleCases,20_to_24,1003,1123.2
08/10/2020,nation,W92000004,Wales,femaleCases,25_to_29,1414,1472.0
08/10/2020,nation,W92000004,Wales,maleCases,25_to_29,969,911.2
08/10/2020,nation,W92000004,Wales,femaleCases,30_to_34,1279,1257.4
08/10/2020,nation,W92000004,Wales,maleCases,30_to_34,886,831.6
08/10/2020,nation,W92000004,Wales,femaleCases,35_to_39,1251,1293.9
08/10/2020,nation,W92000004,Wales,maleCases,35_to_39,848,880.9
08/10/2020,nation,W92000004,Wales,femaleCases,40_to_44,1256,1343.2
08/10/2020,nation,W92000004,Wales,maleCases,40_to_44,771,843.4
08/10/2020,nation,W92000004,Wales,femaleCases,45_to_49,1452,1690.5
08/10/2020,nation,W92000004,Wales,maleCases,45_to_49,895,1069.8
08/10/2020,nation,W92000004,Wales,femaleCases,5_to_9,124,111.1
08/10/2020,nation,W92000004,Wales,maleCases,5_to_9,126,119.0
08/10/2020,nation,W92000004,Wales,femaleCases,50_to_54,1682,1647.5
08/10/2020,nation,W92000004,Wales,maleCases,50_to_54,948,977.5
08/10/2020,nation,W92000004,Wales,femaleCases,55_to_59,1488,1314.6
08/10/2020,nation,W92000004,Wales,maleCases,55_to_59,1003,934.8
08/10/2020,nation,W92000004,Wales,femaleCases,60_to_64,920,929.7
08/10/2020,nation,W92000004,Wales,maleCases,60_to_64,696,741.2
08/10/2020,nation,W92000004,Wales,femaleCases,65_to_69,459,490.5
08/10/2020,nation,W92000004,Wales,maleCases,65_to_69,484,546.5
08/10/2020,nation,W92000004,Wales,femaleCases,70_to_74,420,453.3
08/10/2020,nation,W92000004,Wales,maleCases,70_to_74,538,621.0
08/10/2020,nation,W92000004,Wales,femaleCases,75_to_79,496,737.2
08/10/2020,nation,W92000004,Wales,maleCases,75_to_79,589,989.9
08/10/2020,nation,W92000004,Wales,femaleCases,80_to_84,569,1136.5
08/10/2020,nation,W92000004,Wales,maleCases,80_to_84,561,1413.1
08/10/2020,nation,W92000004,Wales,femaleCases,85_to_89,660,2031.9
08/10/2020,nation,W92000004,Wales,maleCases,85_to_89,454,2121.9
08/10/2020,nation,W92000004,Wales,femaleCases,90+,722,3467.0
08/10/2020,nation,W92000004,Wales,maleCases,90+,332,3425.9
09/10/2020,nation,W92000004,Wales,femaleCases,0_to_4,140,173.2
09/10/2020,nation,W92000004,Wales,maleCases,0_to_4,166,196.0
09/10/2020,nation,W92000004,Wales,femaleCases,10_to_14,181,202.1
09/10/2020,nation,W92000004,Wales,maleCases,10_to_14,239,253.7
09/10/2020,nation,W92000004,Wales,femaleCases,15_to_19,814,923.9
09/10/2020,nation,W92000004,Wales,maleCases,15_to_19,691,745.3
09/10/2020,nation,W92000004,Wales,femaleCases,20_to_24,1484,1786.2
09/10/2020,nation,W92000004,Wales,maleCases,20_to_24,1057,1183.7
09/10/2020,nation,W92000004,Wales,femaleCases,25_to_29,1444,1503.2
09/10/2020,nation,W92000004,Wales,maleCases,25_to_29,993,933.8
09/10/2020,nation,W92000004,Wales,femaleCases,30_to_34,1295,1273.1
09/10/2020,nation,W92000004,Wales,maleCases,30_to_34,903,847.5
09/10/2020,nation,W92000004,Wales,femaleCases,35_to_39,1274,1317.7
09/10/2020,nation,W92000004,Wales,maleCases,35_to_39,868,901.7
09/10/2020,nation,W92000004,Wales,femaleCases,40_to_44,1284,1373.2
09/10/2020,nation,W92000004,Wales,maleCases,40_to_44,788,862.0
09/10/2020,nation,W92000004,Wales,femaleCases,45_to_49,1475,1717.2
09/10/2020,nation,W92000004,Wales,maleCases,45_to_49,916,1094.9
09/10/2020,nation,W92000004,Wales,femaleCases,5_to_9,129,115.6
09/10/2020,nation,W92000004,Wales,maleCases,5_to_9,133,125.6
09/10/2020,nation,W92000004,Wales,femaleCases,50_to_54,1712,1676.9
09/10/2020,nation,W92000004,Wales,maleCases,50_to_54,971,1001.2
09/10/2020,nation,W92000004,Wales,femaleCases,55_to_59,1516,1339.4
09/10/2020,nation,W92000004,Wales,maleCases,55_to_59,1027,957.2
09/10/2020,nation,W92000004,Wales,femaleCases,60_to_64,936,945.9
09/10/2020,nation,W92000004,Wales,maleCases,60_to_64,710,756.1
09/10/2020,nation,W92000004,Wales,femaleCases,65_to_69,461,492.6
09/10/2020,nation,W92000004,Wales,maleCases,65_to_69,491,554.4
09/10/2020,nation,W92000004,Wales,femaleCases,70_to_74,423,456.6
09/10/2020,nation,W92000004,Wales,maleCases,70_to_74,545,629.1
09/10/2020,nation,W92000004,Wales,femaleCases,75_to_79,501,744.6
09/10/2020,nation,W92000004,Wales,maleCases,75_to_79,596,1001.6
09/10/2020,nation,W92000004,Wales,femaleCases,80_to_84,573,1144.4
09/10/2020,nation,W92000004,Wales,maleCases,80_to_84,565,1423.1
09/10/2020,nation,W92000004,Wales,femaleCases,85_to_89,661,2035.0
09/10/2020,nation,W92000004,Wales,maleCases,85_to_89,457,2135.9
09/10/2020,nation,W92000004,Wales,femaleCases,90+,725,3481.4
09/10/2020,nation,W92000004,Wales,maleCases,90+,334,3446.5
10/10/2020,nation,W92000004,Wales,femaleCases,0_to_4,143,176.9
10/10/2020,nation,W92000004,Wales,maleCases,0_to_4,170,200.7
10/10/2020,nation,W92000004,Wales,femaleCases,10_to_14,185,206.5
10/10/2020,nation,W92000004,Wales,maleCases,10_to_14,244,259.0
10/10/2020,nation,W92000004,Wales,femaleCases,15_to_19,860,976.1
10/10/2020,nation,W92000004,Wales,maleCases,15_to_19,724,780.9
10/10/2020,nation,W92000004,Wales,femaleCases,20_to_24,1518,1827.1
10/10/2020,nation,W92000004,Wales,maleCases,20_to_24,1090,1220.6
10/10/2020,nation,W92000004,Wales,femaleCases,25_to_29,1462,1522.0
10/10/2020,nation,W92000004,Wales,maleCases,25_to_29,1010,949.8
10/10/2020,nation,W92000004,Wales,femaleCases,30_to_34,1309,1286.9
10/10/2020,nation,W92000004,Wales,maleCases,30_to_34,920,863.5
10/10/2020,nation,W92000004,Wales,femaleCases,35_to_39,1294,1338.3
10/10/2020,nation,W92000004,Wales,maleCases,35_to_39,881,915.2
10/10/2020,nation,W92000004,Wales,femaleCases,40_to_44,1307,1397.8
10/10/2020,nation,W92000004,Wales,maleCases,40_to_44,798,872.9
10/10/2020,nation,W92000004,Wales,femaleCases,45_to_49,1489,1733.5
10/10/2020,nation,W92000004,Wales,maleCases,45_to_49,935,1117.6
10/10/2020,nation,W92000004,Wales,femaleCases,5_to_9,133,119.2
10/10/2020,nation,W92000004,Wales,maleCases,5_to_9,138,130.4
