Area,Date,Total_Cases,Daily_Cases
Powys,23/09/2020,464,2
Rhondda Cynon Taf,23/09/2020,2658,93
Swansea,23/09/2020,1566,37
Torfaen,23/09/2020,416,9
Vale of Glamorgan,23/09/2020,881,10
Wrexham,23/09/2020,1487,3
Anglesey,24/09/2020,510,2
Blaenau Gwent,24/09/2020,549,30
Bridgend,24/09/2020,828,17
Caerphilly,24/09/2020,1333,15
Cardiff,24/09/2020,2845,39
Carmarthenshire,24/09/2020,1003,25
Ceredigion,24/09/2020,98,1
Conwy,24/09/2020,828,7
Denbighshire,24/09/2020,889,3
Flintshire,24/09/2020,897,10
Gwynedd,24/09/2020,675,4
Merthyr Tydfil,24/09/2020,801,28
Monmouthshire,24/09/2020,415,1
Neath Port Talbot,24/09/2020,769,8
Newport,24/09/2020,1149,6
Pembrokeshire,24/09/2020,350,3
Powys,24/09/2020,468,4
Rhondda Cynon Taf,24/09/2020,2734,76
Swansea,24/09/2020,1607,41
Torfaen,24/09/2020,425,9
Vale of Glamorgan,24/09/2020,885,4
Wrexham,24/09/2020,1492,5
Anglesey,25/09/2020,510,0
Blaenau Gwent,25/09/2020,584,35
Bridgend,25/09/2020,858,31
Caerphilly,25/09/2020,1345,12
Cardiff,25/09/2020,2874,29
Carmarthenshire,25/09/2020,1014,11
Ceredigion,25/09/2020,98,0
Conwy,25/09/2020,837,9
Denbighshire,25/09/2020,898,9
Flintshire,25/09/2020,913,16
Gwynedd,25/09/2020,678,3
Merthyr Tydfil,25/09/2020,821,20
Monmouthshire,25/09/2020,418,3
Neath Port Talbot,25/09/2020,788,19
Newport,25/09/2020,1157,8
Pembrokeshire,25/09/2020,352,2
Powys,25/09/2020,472,4
Rhondda Cynon Taf,25/09/2020,2782,48
Swansea,25/09/2020,1635,28
Torfaen,25/09/2020,429,4
Vale of Glamorgan,25/09/2020,892,7
Wrexham,25/09/2020,1500,8
Anglesey,26/09/2020,511,1
Blaenau Gwent,26/09/2020,626,42
Bridgend,26/09/2020,883,25
Caerphilly,26/09/2020,1361,16
Cardiff,26/09/2020,2910,36
Carmarthenshire,26/09/2020,1029,15
Ceredigion,26/09/2020,98,0
Conwy,26/09/2020,847,10
Denbighshire,26/09/2020,902,4
Flintshire,26/09/2020,923,10
Gwynedd,26/09/2020,679,1
Merthyr Tydfil,26/09/2020,838,17
Monmouthshire,26/09/2020,418,0
Neath Port Talbot,26/09/2020,798,10
Newport,26/09/2020,1172,15
Pembrokeshire,26/09/2020,355,3
Powys,26/09/2020,476,4
Rhondda Cynon Taf,26/09/2020,2849,67
Swansea,26/09/2020,1693,58
Torfaen,26/09/2020,440,12
Vale of Glamorgan,26/09/2020,892,2
Wrexham,26/09/2020,1508,8
Anglesey,27/09/2020,514,3
Blaenau Gwent,27/09/2020,650,24
Bridgend,27/09/2020,905,22
Caerphilly,27/09/2020,1374,13
Cardiff,27/09/2020,2965,56
Carmarthenshire,27/09/2020,1056,27
Ceredigion,27/09/2020,102,4
Conwy,27/09/2020,855,8
Denbighshire,27/09/2020,912,10
Flintshire,27/09/2020,933,10
Gwynedd,27/09/2020,684,5
Merthyr Tydfil,27/09/2020,862,24
Monmouthshire,27/09/2020,422,4
Neath Port Talbot,27/09/2020,806,8
Newport,27/09/2020,1186,14
Pembrokeshire,27/09/2020,355,0
Powys,27/09/2020,440,4
Rhondda Cynon Taf,27/09/2020,2898,49
Swansea,27/09/2020,1729,36
Torfaen,27/09/2020,447,7
Vale of Glamorgan,27/09/2020,907,13
Wrexham,27/09/2020,1518,10
Anglesey,28/09/2020,516,2
Blaenau Gwent,28/09/2020,667,17
Bridgend,28/09/2020,912,7
Caerphilly,28/09/2020,1387,13
Cardiff,28/09/2020,3012,47
Carmarthenshire,28/09/2020,1074,18
Ceredigion,28/09/2020,102,0
Conwy,28/09/2020,864,9
Denbighshire,28/09/2020,918,6
Flintshire,28/09/2020,945,12
Gwynedd,28/09/2020,686,2
Merthyr Tydfil,28/09/2020,874,12
Monmouthshire,28/09/2020,423,1
Neath Port Talbot,28/09/2020,815,9
Newport,28/09/2020,1192,6
Pembrokeshire,28/09/2020,357,2
Powys,28/09/2020,485,5
Rhondda Cynon Taf,28/09/2020,2954,56
Swansea,28/09/2020,1755,26
Torfaen,28/09/2020,452,5
Vale of Glamorgan,28/09/2020,918,11
Wrexham,28/09/2020,1523,5
Anglesey,29/09/2020,516,0
Blaenau Gwent,29/09/2020,692,25
Bridgend,29/09/2020,951,39
Caerphilly,29/09/2020,1399,12
Cardiff,29/09/2020,3065,53
Carmarthenshire,29/09/2020,1090,16
Ceredigion,29/09/2020,113,11
Conwy,29/09/2020,870,6
Denbighshire,29/09/2020,922,4
Flintshire,29/09/2020,961,16
Gwynedd,29/09/2020,689,3
Merthyr Tydfil,29/09/2020,885,11
Monmouthshire,29/09/2020,430,7
Neath Port Talbot,29/09/2020,830,15
Newport,29/09/2020,1208,16
Pembrokeshire,29/09/2020,359,2
Powys,29/09/2020,489,4
Rhondda Cynon Taf,29/09/2020,3015,61
Swansea,29/09/2020,1783,28
Torfaen,29/09/2020,457,5
Vale of Glamorgan,29/09/2020,924,6
Wrexham,29/09/2020,1531,8
Anglesey,30/09/2020,519,3
Blaenau Gwent,30/09/2020,707,15
Bridgend,30/09/2020,968,16
Caerphilly,30/09/2020,1410,11
Cardiff,30/09/2020,3120,55
Carmarthenshire,30/09/2020,1107,17
Ceredigion,30/09/2020,114,1
Conwy,30/09/2020,881,10
Denbighshire,30/09/2020,929,7
Flintshire,30/09/2020,982,21
Gwynedd,30/09/2020,690,1
Merthyr Tydfil,30/09/2020,896,10
Monmouthshire,30/09/2020,432,2
Neath Port Talbot,30/09/2020,842,12
Newport,30/09/2020,1229,20
Pembrokeshire,30/09/2020,360,1
Powys,30/09/2020,494,5
Rhondda Cynon Taf,30/09/2020,3101,83
Swansea,30/09/2020,1811,27
Torfaen,30/09/2020,465,8
Vale of Glamorgan,30/09/2020,937,13
Wrexham,30/09/2020,1549,18
Anglesey,01/10/2020,520,1
Blaenau Gwent,01/10/2020,720,13
Bridgend,01/10/2020,992,23
Caerphilly,01/10/2020,1425,15
Cardiff,01/10/2020,3196,74
Carmarthenshire,01/10/2020,1121,14
Ceredigion,01/10/2020,118,4
Conwy,01/10/2020,897,16
Denbighshire,01/10/2020,936,7
Flintshire,01/10/2020,997,15
Gwynedd,01/10/2020,695,5
Merthyr Tydfil,01/10/2020,914,18
Monmouthshire,01/10/2020,435,3
Neath Port Talbot,01/10/2020,853,12
Newport,01/10/2020,1246,17
Pembrokeshire,01/10/2020,363,3
Powys,01/10/2020,500,6
Rhondda Cynon Taf,01/10/2020,3152,51
Swansea,01/10/2020,1836,25
Torfaen,01/10/2020,474,9
Vale of Glamorgan,01/10/2020,947,10
Wrexham,01/10/2020,1574,25
Anglesey,02/10/2020,520,0
Blaenau Gwent,02/10/2020,728,8
Bridgend,02/10/2020,1018,26
Caerphilly,02/10/2020,1435,10
Cardiff,02/10/2020,3242,46
Carmarthenshire,02/10/2020,1137,16
Ceredigion,02/10/2020,121,3
Conwy,02/10/2020,915,18
Denbighshire,02/10/2020,945,9
Flintshire,02/10/2020,1027,30
Gwynedd,02/10/2020,704,9
Merthyr Tydfil,02/10/2020,932,18
Monmouthshire,02/10/2020,437,2
Neath Port Talbot,02/10/2020,868,15
Newport,02/10/2020,1257,11
Pembrokeshire,02/10/2020,365,2
Powys,02/10/2020,507,7
Rhondda Cynon Taf,02/10/2020,3220,68
Swansea,02/10/2020,1887,51
Torfaen,02/10/2020,482,8
Vale of Glamorgan,02/10/2020,961,14
Wrexham,02/10/2020,1589,15
Anglesey,03/10/2020,520,0
Blaenau Gwent,03/10/2020,741,13
Bridgend,03/10/2020,1049,31
Caerphilly,03/10/2020,1451,16
Cardiff,03/10/2020,3299,57
Carmarthenshire,03/10/2020,1158,21
Ceredigion,03/10/2020,122,1
Conwy,03/10/2020,926,11
Denbighshire,03/10/2020,956,11
Flintshire,03/10/2020,1049,22
Gwynedd,03/10/2020,720,16
Merthyr Tydfil,03/10/2020,954,22
Monmouthshire,03/10/2020,442,5
Neath Port Talbot,03/10/2020,890,22
Newport,03/10/2020,1272,16
Pembrokeshire,03/10/2020,370,5
Powys,03/10/2020,511,4
Rhondda Cynon Taf,03/10/2020,3287,67
Swansea,03/10/2020,1942,55
Torfaen,03/10/2020,488,6
Vale of Glamorgan,03/10/2020,972,11
Wrexham,03/10/2020,1605,16
Anglesey,04/10/2020,522,2
Blaenau Gwent,04/10/2020,750,9
Bridgend,04/10/2020,1076,27
Caerphilly,04/10/2020,1469,18
Cardiff,04/10/2020,3342,43
Carmarthenshire,04/10/2020,1162,4
Ceredigion,04/10/2020,123,1
Conwy,04/10/2020,939,13
Denbighshire,04/10/2020,970,14
Flintshire,04/10/2020,1078,29
Gwynedd,04/10/2020,746,21
Merthyr Tydfil,04/10/2020,967,13
Monmouthshire,04/10/2020,445,3
Neath Port Talbot,04/10/2020,899,9
Newport,04/10/2020,1276,4
Pembrokeshire,04/10/2020,370,0
Powys,04/10/2020,514,2
Rhondda Cynon Taf,04/10/2020,3326,39
Swansea,04/10/2020,1972,30
Torfaen,04/10/2020,494,6
Vale of Glamorgan,04/10/2020,978,6
Wrexham,04/10/2020,1625,20
Anglesey,05/10/2020,527,5
Blaenau Gwent,05/10/2020,762,12
Bridgend,05/10/2020,1103,27
Caerphilly,05/10/2020,1481,11
Cardiff,05/10/2020,3433,91
Carmarthenshire,05/10/2020,1182,20
Ceredigion,05/10/2020,130,7
Conwy,05/10/2020,943,4
Denbighshire,05/10/2020,985,15
Flintshire,05/10/2020,1096,18
Gwynedd,05/10/2020,760,14
Merthyr Tydfil,05/10/2020,991,24
Monmouthshire,05/10/2020,452,7
Neath Port Talbot,05/10/2020,935,36
Newport,05/10/2020,1297,20
Pembrokeshire,05/10/2020,379,9
Powys,05/10/2020,521,7
Rhondda Cynon Taf,05/10/2020,3404,77
Swansea,05/10/2020,2039,59
Torfaen,05/10/2020,509,15
Vale of Glamorgan,05/10/2020,989,11
Wrexham,05/10/2020,1647,22
Anglesey,06/10/2020,530,3
Blaenau Gwent,06/10/2020,772,10
Bridgend,06/10/2020,1122,19
Caerphilly,06/10/2020,1487,6
Cardiff,06/10/2020,3477,44
Carmarthenshire,06/10/2020,1186,4
Ceredigion,06/10/2020,131,1
Conwy,06/10/2020,953,10
Denbighshire,06/10/2020,1001,16
Flintshire,06/10/2020,1136,40
Gwynedd,06/10/2020,781,21
Merthyr Tydfil,06/10/2020,998,7
Monmouthshire,06/10/2020,455,3
Neath Port Talbot,06/10/2020,949,14
Newport,06/10/2020,1298,1
Pembrokeshire,06/10/2020,380,1
Powys,06/10/2020,524,3
Rhondda Cynon Taf,06/10/2020,3450,40
Swansea,06/10/2020,2064,33
Torfaen,06/10/2020,511,2
Vale of Glamorgan,06/10/2020,992,3
Wrexham,06/10/2020,1687,40
Anglesey,07/10/2020,534,4
Blaenau Gwent,07/10/2020,787,15
Bridgend,07/10/2020,1156,33
Caerphilly,07/10/2020,1512,25
Cardiff,07/10/2020,3586,108
Carmarthenshire,07/10/2020,1211,22
Ceredigion,07/10/2020,145,13
Conwy,07/10/2020,963,10
Denbighshire,07/10/2020,1018,17
Flintshire,07/10/2020,1190,54
Gwynedd,07/10/2020,789,7
Merthyr Tydfil,07/10/2020,1021,23
Monmouthshire,07/10/2020,462,7
Neath Port Talbot,07/10/2020,978,29
Newport,07/10/2020,1313,15
Pembrokeshire,07/10/2020,388,7
Powys,07/10/2020,532,8
Rhondda Cynon Taf,07/10/2020,3542,93
Swansea,07/10/2020,2140,76
Torfaen,07/10/2020,524,13
Vale of Glamorgan,07/10/2020,1016,23
Wrexham,07/10/2020,1728,41
Anglesey,08/10/2020,537,3
Blaenau Gwent,08/10/2020,796,9
Bridgend,08/10/2020,1194,38
Caerphilly,08/10/2020,1551,39
Cardiff,08/10/2020,3674,88
Carmarthenshire,08/10/2020,1230,19
Ceredigion,08/10/2020,150,5
Conwy,08/10/2020,978,15
Denbighshire,08/10/2020,1035,17
Flintshire,08/10/2020,1226,36
Gwynedd,08/10/2020,798,9
Merthyr Tydfil,08/10/2020,1058,37
Monmouthshire,08/10/2020,467,5
Neath Port Talbot,08/10/2020,1002,24
Newport,08/10/2020,1322,9
Pembrokeshire,08/10/2020,392,4
Powys,08/10/2020,544,12
Rhondda Cynon Taf,08/10/2020,3604,62
Swansea,08/10/2020,2188,48
Torfaen,08/10/2020,534,10
Vale of Glamorgan,08/10/2020,1025,9
Wrexham,08/10/2020,1765,37
Anglesey,09/10/2020,541,4
Blaenau Gwent,09/10/2020,807,11
Bridgend,09/10/2020,1234,40
Caerphilly,09/10/2020,1588,37
Cardiff,09/10/2020,3818,143
Carmarthenshire,09/10/2020,1253,23
Ceredigion,09/10/2020,152,2
Conwy,09/10/2020,1008,30
Denbighshire,09/10/2020,1055,20
Flintshire,09/10/2020,1260,34
Gwynedd,09/10/2020,833,29
Merthyr Tydfil,09/10/2020,1072,14
Monmouthshire,09/10/2020,470,3
Neath Port Talbot,09/10/2020,1045,43
Newport,09/10/2020,1344,22
Pembrokeshire,09/10/2020,401,9
Powys,09/10/2020,552,8
Rhondda Cynon Taf,09/10/2020,3676,71
Swansea,09/10/2020,2252,64
Torfaen,09/10/2020,546,12
Vale of Glamorgan,09/10/2020,1040,15
Wrexham,09/10/2020,1799,34
Anglesey,10/10/2020,550,9
Blaenau Gwent,10/10/2020,825,18
Bridgend,10/10/2020,1257,20
Caerphilly,10/10/2020,1623,45
Cardiff,10/10/2020,3902,79
Carmarthenshire,10/10/2020,1275,22
Ceredigion,10/10/2020,155,3
Conwy,10/10/2020,1036,28
Denbighshire,10/10/2020,1072,17
Flintshire,10/10/2020,1298,38
Gwynedd,10/10/2020,846,12
Merthyr Tydfil,10/10/2020,1105,33
Monmouthshire,10/10/2020,476,6
Neath Port Talbot,10/10/2020,1062,16
Newport,10/10/2020,1359,15
Pembrokeshire,10/10/2020,406,5
Powys,10/10/2020,561,9
Rhondda Cynon Taf,10/10/2020,3750,66
Swansea,10/10/2020,2296,44
Torfaen,10/10/2020,55,6
Vale of Glamorgan,10/10/2020,1048,8
Wrexham,10/10/2020,1828,28
Anglesey,11/10/2020,558,8
Blaenau Gwent,11/10/2020,834,9
Bridgend,11/10/2020,1299,42
Caerphilly,11/10/2020,1634,11
Cardiff,11/10/2020,3948,46
Carmarthenshire,11/10/2020,1285,10
Ceredigion,11/10/2020,156,1
Conwy,11/10/2020,1054,18
Denbighshire,11/10/2020,1083,11
Flintshire,11/10/2020,1331,33
Gwynedd,11/10/2020,862,16
Merthyr Tydfil,11/10/2020,1110,5
Monmouthshire,11/10/2020,485,9
Neath Port Talbot,11/10/2020,1090,28
Newport,11/10/2020,1373,14
Pembrokeshire,11/10/2020,409,3
Powys,11/10/2020,570,9
Rhondda Cynon Taf,11/10/2020,3786,36
Swansea,11/10/2020,2328,32
Torfaen,11/10/2020,559,7
Vale of Glamorgan,11/10/2020,1054,6
Wrexham,11/10/2020,1857,29
Anglesey,12/10/2020,561,3
Blaenau Gwent,12/10/2020,845,11
Bridgend,12/10/2020,1321,22
Caerphilly,12/10/2020,1662,28
Cardiff,12/10/2020,4032,84
Carmarthenshire,12/10/2020,1291,6
Ceredigion,12/10/2020,156,0
Conwy,12/10/2020,1078,24
Denbighshire,12/10/2020,1100,17
Flintshire,12/10/2020,1367,36
Gwynedd,12/10/2020,883,21
Merthyr Tydfil,12/10/2020,1120,10
Monmouthshire,12/10/2020,489,4
Neath Port Talbot,12/10/2020,1098,8
Newport,12/10/2020,1382,9
Pembrokeshire,12/10/2020,419,10
Powys,12/10/2020,575,5
Rhondda Cynon Taf,12/10/2020,3821,35
Swansea,12/10/2020,2340,12
Torfaen,12/10/2020,567,8
Vale of Glamorgan,12/10/2020,1066,12
Wrexham,12/10/2020,1899,42
Anglesey,13/10/2020,571,10
Blaenau Gwent,13/10/2020,857,12
Bridgend,13/10/2020,1349,29
Caerphilly,13/10/2020,1675,13
Cardiff,13/10/2020,4142,110
Carmarthenshire,13/10/2020,1314,23
Ceredigion,13/10/2020,159,3
Conwy,13/10/2020,1107,29
Denbighshire,13/10/2020,1124,24
Flintshire,13/10/2020,1418,51
Gwynedd,13/10/2020,905,22
Merthyr Tydfil,13/10/2020,1135,15
Monmouthshire,13/10/2020,501,12
Neath Port Talbot,13/10/2020,1130,32
Newport,13/10/2020,1400,18
Pembrokeshire,13/10/2020,420,1
Powys,13/10/2020,586,11
Rhondda Cynon Taf,13/10/2020,3920,100
Swansea,13/10/2020,2395,55
Torfaen,13/10/2020,572,5
Vale of Glamorgan,13/10/2020,1077,11
Wrexham,13/10/2020,1947,48
Anglesey,14/10/2020,577,6
Blaenau Gwent,14/10/2020,875,18
Bridgend,14/10/2020,1392,43
Caerphilly,14/10/2020,1730,55
Cardiff,14/10/2020,4356,214
Carmarthenshire,14/10/2020,1344,30
Ceredigion,14/10/2020,163,4
Conwy,14/10/2020,1137,30
Denbighshire,14/10/2020,1145,21
Flintshire,14/10/2020,1454,36
Gwynedd,14/10/2020,921,16
Merthyr Tydfil,14/10/2020,1165,30
Monmouthshire,14/10/2020,507,6
Neath Port Talbot,14/10/2020,1170,40
Newport,14/10/2020,1416,16
Pembrokeshire,14/10/2020,427,7
Powys,14/10/2020,605,19
Rhondda Cynon Taf,14/10/2020,4009,89
Swansea,14/10/2020,2482,87
Torfaen,14/10/2020,585,13
Vale of Glamorgan,14/10/2020,1094,17
Wrexham,14/10/2020,1990,43
Anglesey,15/10/2020,584,7
Blaenau Gwent,15/10/2020,890,15
Bridgend,15/10/2020,1438,46
Caerphilly,15/10/2020,1762,32
Cardiff,15/10/2020,4546,190
Carmarthenshire,15/10/2020,1374,30
Ceredigion,15/10/2020,168,5
Conwy,15/10/2020,1157,20
Denbighshire,15/10/2020,1162,17
Flintshire,15/10/2020,1464,10
Gwynedd,15/10/2020,933,12
Merthyr Tydfil,15/10/2020,1179,14
Monmouthshire,15/10/2020,520,13
Neath Port Talbot,15/10/2020,1212,43
Newport,15/10/2020,1436,20
Pembrokeshire,15/10/2020,427,0
Powys,15/10/2020,615,10
Rhondda Cynon Taf,15/10/2020,4070,62
Swansea,15/10/2020,2566,84
Torfaen,15/10/2020,596,11
Vale of Glamorgan,15/10/2020,1103,9
Wrexham,15/10/2020,2024,34
Anglesey,16/10/2020,586,2
Blaenau Gwent,16/10/2020,920,30
Bridgend,16/10/2020,1515,79
Caerphilly,16/10/2020,1811,51
Cardiff,16/10/2020,4721,175
Carmarthenshire,16/10/2020,1401,28
Ceredigion,16/10/2020,172,4
Conwy,16/10/2020,1178,22
Denbighshire,16/10/2020,1177,15
Flintshire,16/10/2020,1515,51
Gwynedd,16/10/2020,951,18
Merthyr Tydfil,16/10/2020,1199,21
Monmouthshire,16/10/2020,536,16
Neath Port Talbot,16/10/2020,1262,52
Newport,16/10/2020,1464,28
Pembrokeshire,16/10/2020,439,12
Powys,16/10/2020,623,9
Rhondda Cynon Taf,16/10/2020,4187,120
Swansea,16/10/2020,2651,86
Torfaen,16/10/2020,620,24
Vale of Glamorgan,16/10/2020,1121,19
Wrexham,16/10/2020,2050,26
Anglesey,17/10/2020,591,5
Blaenau Gwent,17/10/2020,945,25
Bridgend,17/10/2020,1569,54
Caerphilly,17/10/2020,1841,30
Cardiff,17/10/2020,4838,117
Carmarthenshire,17/10/2020,1419,18
Ceredigion,17/10/2020,175,3
Conwy,17/10/2020,1198,20
Denbighshire,17/10/2020,1206,29
Flintshire,17/10/2020,1545,30
Gwynedd,17/10/2020,963,12
Merthyr Tydfil,17/10/2020,1221,22
Monmouthshire,17/10/2020,547,11
Neath Port Talbot,17/10/2020,1298,36
Newport,17/10/2020,1471,7
Pembrokeshire,17/10/2020,443,4
Powys,17/10/2020,633,10
Rhondda Cynon Taf,17/10/2020,4245,58
Swansea,17/10/2020,2701,50
Torfaen,17/10/2020,632,12
Vale of Glamorgan,17/10/2020,1129,8
Wrexham,17/10/2020,2090,40
Anglesey,18/10/2020,603,12
Blaenau Gwent,18/10/2020,969,24
Bridgend,18/10/2020,1620,51
Caerphilly,18/10/2020,1878,37
Cardiff,18/10/2020,5084,247
Carmarthenshire,18/10/2020,1438,19
Ceredigion,18/10/2020,177,2
Conwy,18/10/2020,1213,15
Denbighshire,18/10/2020,1233,27
Flintshire,18/10/2020,1578,33
Gwynedd,18/10/2020,977,14
Merthyr Tydfil,18/10/2020,1260,39
Monmouthshire,18/10/2020,566,19
Neath Port Talbot,18/10/2020,1328,30
Newport,18/10/2020,1493,22
Pembrokeshire,18/10/2020,459,16
Powys,18/10/2020,645,12
Rhondda Cynon Taf,18/10/2020,4360,115
Swansea,18/10/2020,2761,60
Torfaen,18/10/2020,647,15
Vale of Glamorgan,18/10/2020,1146,17
Wrexham,18/10/2020,2145,55
Anglesey,19/10/2020,618,15
Blaenau Gwent,19/10/2020,981,12
Bridgend,19/10/2020,1665,45
Caerphilly,19/10/2020,1906,28
Cardiff,19/10/2020,5187,103
Carmarthenshire,19/10/2020,1448,10
Ceredigion,19/10/2020,180,3
Conwy,19/10/2020,1235,23
Denbighshire,19/10/2020,1254,21
Flintshire,19/10/2020,1624,46
Gwynedd,19/10/2020,992,15
Merthyr Tydfil,19/10/2020,1279,19
Monmouthshire,19/10/2020,577,11
Neath Port Talbot,19/10/2020,1373,45
Newport,19/10/2020,1506,13
Pembrokeshire,19/10/2020,466,7
Powys,19/10/2020,654,9
Rhondda Cynon Taf,19/10/2020,4397,37
Swansea,19/10/2020,2820,59
Torfaen,19/10/2020,652,5
Vale of Glamorgan,19/10/2020,1151,5
Wrexham,19/10/2020,2191,46
Anglesey,20/10/2020,635,17
Blaenau Gwent,20/10/2020,1001,20
Bridgend,20/10/2020,1704,39
Caerphilly,20/10/2020,1967,61
Cardiff,20/10/2020,5410,225
Carmarthenshire,20/10/2020,1484,36
Ceredigion,20/10/2020,183,3
Conwy,20/10/2020,1263,28
Denbighshire,20/10/2020,1276,22
Flintshire,20/10/2020,1673,49
Gwynedd,20/10/2020,1015,23
Merthyr Tydfil,20/10/2020,1302,23
Monmouthshire,20/10/2020,591,14
Neath Port Talbot,20/10/2020,1442,69
Newport,20/10/2020,1520,14
Pembrokeshire,20/10/2020,480,14
Powys,20/10/2020,673,19
Rhondda Cynon Taf,20/10/2020,4547,150
Swansea,20/10/2020,2910,90
Torfaen,20/10/2020,676,24
Vale of Glamorgan,20/10/2020,1163,12
Wrexham,20/10/2020,2257,66
Anglesey,21/10/2020,642,7
Blaenau Gwent,21/10/2020,1027,26
Bridgend,21/10/2020,1732,28
Caerphilly,21/10/2020,2013,46
Cardiff,21/10/2020,5633,223
Carmarthenshire,21/10/2020,1511,27
Ceredigion,21/10/2020,185,2
Conwy,21/10/2020,1281,18
Denbighshire,21/10/2020,1286,10
Flintshire,21/10/2020,1688,15
Gwynedd,21/10/2020,1034,19
Merthyr Tydfil,21/10/2020,1338,36
Monmouthshire,21/10/2020,611,20
Neath Port Talbot,21/10/2020,1504,62
Newport,21/10/2020,1546,26
Pembrokeshire,21/10/2020,491,11
Powys,21/10/2020,677,4
Rhondda Cynon Taf,21/10/2020,4687,140
Swansea,21/10/2020,2996,87
Torfaen,21/10/2020,696,20
Vale of Glamorgan,21/10/2020,1175,12
Wrexham,21/10/2020,2297,40
Anglesey,22/10/2020,662,20
Blaenau Gwent,22/10/2020,1053,27
Bridgend,22/10/2020,1793,61
Caerphilly,22/10/2020,2091,78
Cardiff,22/10/2020,5854,221
Carmarthenshire,22/10/2020,1543,32
Ceredigion,22/10/2020,194,9
Conwy,22/10/2020,1294,13
Denbighshire,22/10/2020,1309,23
Flintshire,22/10/2020,1736,48
Gwynedd,22/10/2020,1048,14
Merthyr Tydfil,22/10/2020,1369,31
Monmouthshire,22/10/2020,627,16
Neath Port Talbot,22/10/2020,1576,72
Newport,22/10/2020,1574,28
Pembrokeshire,22/10/2020,509,18
Powys,22/10/2020,692,15
Rhondda Cynon Taf,22/10/2020,4836,150
Swansea,22/10/2020,3092,96
Torfaen,22/10/2020,711,16
Vale of Glamorgan,22/10/2020,1193,18
Wrexham,22/10/2020,2331,34
Anglesey,23/10/2020,679,17
Blaenau Gwent,23/10/2020,1074,21
Bridgend,23/10/2020,1836,43
Caerphilly,23/10/2020,2172,81
Cardiff,23/10/2020,5939,85
Carmarthenshire,23/10/2020,1566,23
Ceredigion,23/10/2020,201,7
Conwy,23/10/2020,1300,4
Denbighshire,23/10/2020,1318,9
Flintshire,23/10/2020,1759,23
Gwynedd,23/10/2020,1063,15
Merthyr Tydfil,23/10/2020,1407,38
Monmouthshire,23/10/2020,635,8
Neath Port Talbot,23/10/2020,1601,26
Newport,23/10/2020,1599,25
Pembrokeshire,23/10/2020,510,1
Powys,23/10/2020,700,8
Rhondda Cynon Taf,23/10/2020,4953,117
Swansea,23/10/2020,3183,90
Torfaen,23/10/2020,729,18
Vale of Glamorgan,23/10/2020,1204,11
Wrexham,23/10/2020,2357,26
Anglesey,24/10/2020,688,9
Blaenau Gwent,24/10/2020,1142,68
Bridgend,24/10/2020,1899,63
Caerphilly,24/10/2020,2241,69
Cardiff,24/10/2020,6231,292
Carmarthenshire,24/10/2020,1605,39
Ceredigion,24/10/2020,206,5
Conwy,24/10/2020,1315,15
Denbighshire,24/10/2020,1329,11
Flintshire,24/10/2020,1776,17
Gwynedd,24/10/2020,1073,10
Merthyr Tydfil,24/10/2020,1457,50
Monmouthshire,24/10/2020,656,21
Neath Port Talbot,24/10/2020,1689,88
Newport,24/10/2020,1646,47
Pembrokeshire,24/10/2020,515,5
Powys,24/10/2020,710,10
Rhondda Cynon Taf,24/10/2020,5105,152
Swansea,24/10/2020,3346,163
Torfaen,24/10/2020,768,39
Vale of Glamorgan,24/10/2020,1232,28
Wrexham,24/10/2020,2407,50
Anglesey,25/10/2020,703,15
Blaenau Gwent,25/10/2020,1179,37
Bridgend,25/10/2020,1951,52
Caerphilly,25/10/2020,2313,72
Cardiff,25/10/2020,6385,154
Carmarthenshire,25/10/2020,1617,12
Ceredigion,25/10/2020,209,3
Conwy,25/10/2020,1336,21
Denbighshire,25/10/2020,1342,13
Flintshire,25/10/2020,1823,47
Gwynedd,25/10/2020,1086,13
Merthyr Tydfil,25/10/2020,1513,56
Monmouthshire,25/10/2020,673,17
Neath Port Talbot,25/10/2020,1762,73
Newport,25/10/2020,1688,42
Pembrokeshire,25/10/2020,519,4
Powys,25/10/2020,724,14
Rhondda Cynon Taf,25/10/2020,5283,178
Swansea,25/10/2020,3440,94
Torfaen,25/10/2020,800,32
Vale of Glamorgan,25/10/2020,1244,12
Wrexham,25/10/2020,2463,56
Anglesey,26/10/2020,711,8
Blaenau Gwent,26/10/2020,1229,50
Bridgend,26/10/2020,2014,63
Caerphilly,26/10/2020,2389,76
Cardiff,26/10/2020,6584,199
Carmarthenshire,26/10/2020,1689,72
Ceredigion,26/10/2020,219,10
Conwy,26/10/2020,1358,22
Denbighshire,26/10/2020,1352,10
Flintshire,26/10/2020,1853,30
Gwynedd,26/10/2020,1096,10
Merthyr Tydfil,26/10/2020,1545,32
Monmouthshire,26/10/2020,700,27
Neath Port Talbot,26/10/2020,1839,77
Newport,26/10/2020,1729,41
Pembrokeshire,26/10/2020,524,5
Powys,26/10/2020,737,13
Rhondda Cynon Taf,26/10/2020,5426,143
Swansea,26/10/2020,3561,121
Torfaen,26/10/2020,831,31
Vale of Glamorgan,26/10/2020,1260,16
Wrexham,26/10/2020,2503,40
Anglesey,27/10/2020,722,11
Blaenau Gwent,27/10/2020,1264,35
Bridgend,27/10/2020,2072,58
Caerphilly,27/10/2020,2451,62
Cardiff,27/10/2020,6787,203
